Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2/4/2014,50531.41,51046.01,50494.52,50836.32,84290273
2/5/2014,50811.91,51273.6,50785.16,51076.06,117156064
2/6/2014,51358.54,52138.87,51275.34,52138.87,103190077
2/7/2014,52170.89,52201.64,51948.19,52137.9,113026515
2/10/2014,52151.22,52210.33,51947.42,52024.29,85625951
2/11/2014,52080.7,52581.59,52034.53,52581.53,109509346
2/12/2014,52842.59,53304.39,52733.24,53231.44,112098021
2/13/2014,53128.54,53349.65,52945.16,53349.65,91220586
2/14/2014,53345.41,53470.08,53084.46,53397.03,103661971
2/17/2014,53472.46,53573.38,53329.07,53435.4,129292047
2/18/2014,53659.61,53666.69,53208.77,53208.77,135152180
2/19/2014,53071.47,53569.9,52909.44,53471.61,144843653
2/20/2014,53025.32,53120.87,52833.59,52967.02,106397404
2/21/2014,53267.46,53499.06,53227.89,53400.11,83079375
2/24/2014,53435.92,54063.6,53344.66,54063.6,138285816
2/25/2014,54075.89,54075.89,53638.58,53687.8,128995533
2/26/2014,53793.35,53803.96,52930.78,52983.97,131482993
2/27/2014,52964.85,53117.19,52643.03,52906.04,74283078
2/28/2014,53026.53,53811.3,53026.53,53811.3,86023527
3/3/2014,51739.27,52396.81,51005.81,51005.81,281739304
3/4/2014,51555.72,52395.81,51555.72,52303.63,125848591
3/5/2014,52330.79,52697.98,52095.34,52216.05,248552563
3/6/2014,52431.79,52595.61,52297.2,52487.84,101200293
3/7/2014,52454.82,52454.82,51850.28,51954.46,119627748
3/10/2014,51651.2,51719.75,51155.33,51155.33,144961872
3/11/2014,51330.59,51456.67,50979.94,51226.9,98851975
3/12/2014,51021.13,51170.1,50182.24,50517.28,145979152
3/13/2014,50580.35,50655.23,49878.65,49878.65,86598949
3/14/2014,49204.01,49520.84,48765.47,49520.84,139751740
3/17/2014,49644.42,50811.88,49644.42,50811.88,93321260
3/18/2014,50908.31,50948.53,50529.51,50651.51,89605147
3/19/2014,50726.88,50800.56,50232.9,50360.09,88208215
3/20/2014,50208.37,50796.79,50187.95,50627.71,86805486
3/21/2014,50878.94,51048.02,50555.44,50555.93,115844655
3/24/2014,50782.91,50824.07,50325.36,50503.6,70482119
3/25/2014,50568.26,51277.14,50568.26,51150.79,52819084
3/26/2014,51350.73,51826.17,51350.73,51684.41,60817915
3/27/2014,51692.21,51896.44,51543.9,51642.99,50431246
3/28/2014,51813.89,51998.97,51710.57,51831.67,46389241
3/31/2014,52056,52373.47,52027.18,52373.47,52198836
4/1/2014,52358.13,52571.51,52259.18,52571.51,48948941
4/2/2014,52768.07,52871.2,52572.07,52761.31,57210549
4/3/2014,52790.55,52815.8,52260.25,52376.18,46682212
4/4/2014,52361.52,52682.31,52213.31,52660.68,38114421
4/7/2014,52296.7,52485.65,52056.89,52280.5,37624173
4/8/2014,52265.83,52449.94,52044.98,52449.94,43912826
4/9/2014,52570.93,52647.36,52344.31,52429.68,71109957
4/10/2014,52610.92,52809.47,52524.35,52580.73,57449236
4/11/2014,52147.63,52389.75,52092.98,52389.75,49517738
4/14/2014,52093.58,52094.01,51613.56,51813.9,44015496
4/15/2014,51739.1,51806.26,51263.89,51263.89,37419010
4/16/2014,51396.72,51548.52,50913.63,50913.63,36267570
4/17/2014,51017.82,51510.98,50993.76,51510.98,33675228
4/22/2014,51538.92,52066.73,51525.7,52026.61,30109138
4/23/2014,52113.13,52177.96,51788.15,51936.09,37350471
4/24/2014,51929.11,52233.15,51557.11,51705.76,57579330
4/25/2014,51552.07,51710.66,51397.45,51497.7,36188578
4/28/2014,51486.41,51740.33,51481.91,51567.7,32909113
4/29/2014,51759.61,51922.47,51696.37,51842.78,38523841
4/30/2014,51958,52036.79,51865.42,51892.77,42244660
5/2/2014,51831.54,51918.46,51671.41,51782.38,20825311
5/5/2014,51737.55,51774.35,51113.54,51198.42,27339428
5/6/2014,51318.78,51380.14,50829.13,50873.54,32830591
5/7/2014,50718.5,50741.23,50258.57,50646.36,66159238
5/8/2014,50918.22,51074.62,50609.96,50851.25,36920557
5/9/2014,51021.63,51065.38,50441.56,50451.79,35920729
5/12/2014,50468.1,50897.34,50334.32,50897.34,34595871
5/13/2014,51099.93,51268.83,50993.7,51047.96,42889773
5/14/2014,51140.33,51264.01,51046.1,51264.01,45084237
5/15/2014,51176.47,51448.51,50815.07,50944.5,56855352
5/16/2014,50955.13,50955.13,50517.6,50858.58,52434004
5/19/2014,50975.91,51088.25,50842.13,51070.22,34959369
5/20/2014,51134.79,51314.95,51118.34,51244.43,37719723
5/21/2014,51230.54,51394.29,51199.48,51391.94,44350672
5/22/2014,51743.23,52244.13,51670.49,52244.13,62143631
5/23/2014,52363.63,52600.94,52278.4,52413.38,46755738
5/26/2014,52631.62,52754.81,52525.63,52581.76,32200004
5/27/2014,52527.45,52541.79,52282.79,52443.49,41145176
5/28/2014,52411.42,52531.33,52070.75,52187.17,64756143
5/29/2014,52170.78,52553.48,52134.46,52553.48,61612519
5/30/2014,52525.05,52540.58,52066.97,52066.97,187265249
6/2/2014,52193.82,52254.29,52031.15,52230.73,38812540
6/3/2014,52331.7,52553.57,52204.32,52326.4,67543168
6/4/2014,52231.84,52527.75,52102.13,52527.75,42527680
6/5/2014,52608.88,53044.78,52521.26,52901.29,46286177
6/6/2014,53066.76,53233.18,52869.57,53233.18,35917151
6/9/2014,53334.47,53357.84,53052.12,53054.18,31244852
6/10/2014,53160.35,53368.74,53079.61,53368.74,37596233
6/11/2014,53436.07,53436.07,52975.82,53120.87,49736008
6/12/2014,53077.85,53166.46,52782.38,52927.91,26091140
6/13/2014,52875.72,52944.06,52663.32,52759.01,31703347
6/16/2014,52340.11,52636.05,52197.93,52618.29,23966099
6/17/2014,52608.89,52981.38,52608.89,52943.98,43747952
6/18/2014,53043.01,53127.28,52903.18,52937.45,45766857
6/20/2014,52994.3,53048.92,52906.95,52923.26,57752801
6/23/2014,52974.05,53092.73,52884.36,53084.62,33985997
6/24/2014,53117.32,53156.01,52866.77,52870.49,41334308
6/25/2014,52637.21,52677.13,52050.36,52096.37,43468898
6/26/2014,52319.62,52374.95,51699.37,51815.43,36628982
6/27/2014,51740.37,51965.8,51649.04,51713.44,36296484
6/30/2014,51909.99,51972.99,51739.62,51934.94,39393275
7/1/2014,51932.32,51980.27,51724.57,51746.23,34517878
7/2/2014,51712.04,51830.3,51137.42,51191.13,55880343
7/3/2014,51213.22,51331.99,50673.19,50951.73,50872158
7/4/2014,50993.99,51100.16,50915.91,50995.56,30843663
7/7/2014,51046.61,51343.91,51028.65,51286.46,27087216
7/8/2014,51429.35,51457.49,50972.8,50974.9,31849450
7/9/2014,51042.4,51051.08,50573.81,50716.2,25629670
7/10/2014,50789.82,50808.87,50178.48,50474.36,40819740
7/11/2014,50522.16,51148.4,50522.16,51085.89,38060219
7/14/2014,51287.39,51480.8,51282.29,51310.6,29362580
7/15/2014,51332.76,51516.35,51278.89,51408.74,35666736
7/16/2014,51439.3,51632.74,51374.72,51445.92,40567183
7/17/2014,51307.16,51527.37,51077.14,51527.37,29897451
7/18/2014,51193.91,51364.74,51065.61,51315.91,28162214
7/21/2014,51367.4,51391.83,51014.31,51228.68,26150332
7/22/2014,51241.83,51667.6,51241.83,51667.6,34397446
7/23/2014,51611.57,51697.58,51446.06,51540.81,26921322
7/24/2014,51613,51690.84,51476.77,51613.47,25089784
7/25/2014,51592.66,51711.21,51475.02,51608.79,32001677
7/28/2014,51618.75,51779.18,51568.84,51568.84,30999375
7/29/2014,51639.04,51787.37,51275.06,51275.06,34016975
7/30/2014,51162.21,51227.74,50357,50393.97,40458046
7/31/2014,50378.67,50528.77,49980.81,50037.12,47464663
8/1/2014,50082.23,50407.08,49625.7,50390.94,41189935
8/4/2014,50595.24,50903.21,50506.1,50872.32,32572310
8/5/2014,50981.87,51229.53,50678.76,50865.95,32729288
8/6/2014,50713.26,50763.05,50372.27,50611.27,39708394
8/7/2014,50670.41,50689.12,49867.72,49958.67,38594711
8/8/2014,49580.95,49658.13,49321.83,49593.68,37286128
8/11/2014,49944.53,50398.54,49896.34,50398.54,30218703
8/12/2014,50337.86,50425.52,50152.72,50420.86,29088503
8/13/2014,50516.62,50958.36,50396.23,50957.51,35825143
8/14/2014,50981.63,51512.57,50832.95,51512.57,37772631
8/18/2014,51523.08,52171.08,51491.48,52169.37,41067754
8/19/2014,52165.23,52330.21,51965.23,52183.11,43269487
8/20/2014,52055.52,52304.36,52004.54,52304.36,30832934
8/21/2014,52323.85,52450.2,52206.14,52294.93,38903862
8/22/2014,52326.89,52355.62,52069.33,52143.1,31152925
8/25/2014,52309.88,52403.26,52268.04,52344.83,17825010
8/26/2014,52311.89,52781.56,52299.19,52781.56,34248554
8/27/2014,52829.59,53008,52705.09,52849.06,30588581
8/28/2014,52698.91,52770.65,51639.48,51882.01,44679242
8/29/2014,51784.39,52071.52,51781.8,51868.77,50779098
9/1/2014,52068.19,52416.31,52068.19,52416.31,31055780
9/2/2014,52575.07,52690.43,52390.47,52643.48,39188409
9/3/2014,52745.05,53882.91,52709.42,53797.21,62641014
9/4/2014,53752.55,54437.11,53752.55,54358.49,59499100
9/5/2014,54306.51,54518.93,54132.24,54412.52,40590996
9/8/2014,54492.16,54709.57,54288.39,54624.88,39484412
9/9/2014,54494.06,54695.45,54412.36,54519.25,50706909
9/10/2014,54408.78,54645.84,54340.25,54558.48,59050301
9/11/2014,54594.03,54735.23,54041.79,54065.27,62650502
9/12/2014,54189.65,54245.4,54020.24,54021.81,48082832
9/15/2014,53945.33,54361.59,53942.49,54343.35,40601012
9/16/2014,54396.22,54764.99,54177.67,54652.09,44459543
9/17/2014,54868.8,55184.56,54859.49,55153.79,54695675
9/18/2014,55102.56,55159.6,54747.01,54906.1,55135795
9/19/2014,55010.86,55687.59,54982.06,55636.77,91972697
9/22/2014,55421.61,55586.22,55271.16,55271.16,43395082
9/23/2014,55336.53,55342.73,54611.67,54615.81,50640597
9/24/2014,54667.81,54853.44,54348.49,54416.67,57087979
9/25/2014,54601.34,55075.67,54345.08,54411.77,41924301
9/26/2014,54278.03,54639.44,54121.83,54574.21,39600034
9/29/2014,54623.21,54981.88,54227.15,54639.03,35587091
9/30/2014,54730.54,54957.95,54612.51,54878.58,57289155
10/1/2014,54715.88,54907.49,54104.33,54107.27,39579986
10/2/2014,53885.04,53885.04,53498.77,53498.77,46320057
10/3/2014,53719.76,53917.45,53719.76,53754.63,31483271
10/6/2014,54018.54,54240.97,53990.89,53992.31,30281346
10/7/2014,53976.07,53991.64,53722.64,53770.98,35077245
10/8/2014,53483.64,53567.86,53173.18,53173.18,43743441
10/9/2014,53588.49,53743.45,53413.45,53416.03,39264823
10/10/2014,53085.2,53148.62,52697.16,52734.24,46408404
10/13/2014,52706.19,52988.55,52675.82,52715.05,34536749
10/14/2014,52744,52876.4,52390.49,52823.62,63578483
10/15/2014,52996.27,53065.61,52178.04,52438.27,55549433
10/16/2014,52598.35,52635.22,51849.26,52297.79,52428111
10/17/2014,52392.44,52762.37,52353.66,52662.9,74854445
10/20/2014,52862.05,52866.74,52452.36,52452.36,27933049
10/21/2014,52395.34,53223.28,52336.68,53213.51,52420568
10/22/2014,53434.96,53455.71,53180.63,53301.52,39234221
10/23/2014,53164.94,53478.85,53102.52,53335.43,47400876
10/24/2014,53374.12,53600.16,53214.73,53320.13,40532804
10/27/2014,53603.66,53603.66,53239.07,53501.71,28874270
10/28/2014,53542.85,53792.65,53456.76,53792.65,25712065
10/29/2014,53824.13,53886.7,53479.18,53617.36,39598489
10/30/2014,53538.31,53661.72,53211.82,53492,50047077
10/31/2014,53848.37,54029.73,53804,53949.58,33343693
11/3/2014,53922.18,53975,53815.98,53933.9,26877007
11/4/2014,53800.31,54145.86,53800.31,53905.66,33552455
11/5/2014,53956.49,54129.94,53591.07,53591.07,39255678
11/6/2014,53649.53,53683.69,53379.37,53512.14,32717532
11/7/2014,53411.85,53600.11,53234.87,53254.04,35907827
11/10/2014,53325.05,53325.05,53077.71,53106.5,21188283
11/12/2014,53137.21,53329.43,53013.09,53015.55,37223884
11/13/2014,53059.04,53192.11,52783.17,52816.35,44559912
11/14/2014,52833.6,53184.19,52663.34,53176.98,40388853
11/17/2014,53085.42,53223.37,52972.97,53099.11,35757576
11/18/2014,53137.55,53368.22,53126.61,53368.22,33989541
11/19/2014,53415.49,53428.98,53170.63,53299.4,43990316
11/20/2014,53084.59,53107.79,52775.27,52848.54,37042863
11/21/2014,52940.93,53325.81,52911.3,53215.87,42218593
11/24/2014,53324.85,53569.71,52919.32,53084.63,37603217
11/25/2014,53109.61,53289.4,52922.59,53055.98,53114572
11/26/2014,53072.09,53267.13,53072.09,53238,37358973
11/27/2014,53262.24,53428.46,53251.6,53415.63,30820796
11/28/2014,53466.31,53495.83,53230.6,53247.07,31075127
12/1/2014,53050.26,53216.4,52962.86,53155.31,32390533
12/2/2014,53315.21,53773.45,53302.32,53773.45,34079213
12/3/2014,53819.78,53890.52,53729.98,53801.73,34860472
12/4/2014,53855.77,54030.53,53346.86,53346.86,33475260
12/5/2014,53482.38,53776.19,53481.81,53652.58,32832072
12/8/2014,53739.23,53821.25,53407.94,53479.49,28973408
12/9/2014,53259.51,53349.32,52831.49,52961.35,38487034
12/10/2014,52984.11,53087.16,52477.44,52477.44,48819303
12/11/2014,52449.12,52666.36,52314.51,52550.03,39025428
12/12/2014,52577.08,52588.02,52265.24,52265.24,37648826
12/15/2014,52232.99,52377.41,51599.74,51621.14,37110563
12/16/2014,51457.43,51493.62,50182.53,50683.91,65641182
12/17/2014,50617.28,51222.6,50547.67,50932.48,48166468
12/18/2014,51360.96,51739.7,51293.37,51739.04,48564596
12/19/2014,51773.68,51783.36,51161,51297.12,210689057
12/22/2014,51281.28,51566.77,51230.19,51487.54,37313815
12/23/2014,51407.42,51670.76,51396.82,51511.68,40710846
12/29/2014,51602.65,51649.72,51047.45,51159.06,31418637
12/30/2014,51248.43,51416.08,51013.74,51416.08,37771612
1/2/2015,51598.39,51598.39,51307.87,51378,19047698
1/5/2015,51309.21,51309.21,50516.71,50516.71,29630731
1/7/2015,50667.73,51481.52,50615.55,51350.42,42127890
1/8/2015,51558.05,52391,51558.05,52391,50575487
1/9/2015,52380.4,52393.37,51970.54,52065.88,38862111
1/12/2015,52057.14,52217.15,51666.75,51910.34,36914024
1/13/2015,51868.28,52585.44,51868.28,52443.1,45075053
1/14/2015,52164.31,52170.06,51683.04,51910.3,43064568
1/15/2015,52110.74,52188.32,50557.2,50616.63,94141719
1/16/2015,50443.44,50647.36,49943.11,50300.33,54225355
1/19/2015,50399.96,50485.44,49931.45,50230.33,40503266
1/20/2015,50408.12,50622.25,50058.56,50058.56,41660572
1/21/2015,50185.61,50918.41,50153.72,50918.41,40633004
1/22/2015,51040.19,51555.28,51040.19,51484.81,42396746
1/23/2015,51590.01,51771.22,51541.05,51680.12,43643531
1/26/2015,51436.13,51546.55,51246.21,51516.62,39896825
1/27/2015,51607.12,51931.34,51365.77,51578.85,53095191
1/28/2015,51728.82,51865.09,51371.18,51706.19,55346561
1/29/2015,51746.94,52107.42,51619.07,52040.24,40836692
1/30/2015,52133.12,52205.74,51978.86,52102.39,39689785
2/2/2015,52197.7,52314.78,51595.99,51923.51,39933517
2/3/2015,52030.28,52170.01,51749.77,52030.36,44236001
2/4/2015,52063.83,52120.98,51831.13,52049.85,47433511
2/5/2015,52005.74,52107.26,51823.11,52107.26,40917515
2/6/2015,52179.51,52417.42,52121.13,52417.42,43300556
2/9/2015,52323.15,52361.17,52045.5,52137.58,29797366
2/10/2015,52166.8,52315.28,52106.99,52140.43,30835688
2/11/2015,52230.57,52242.69,51859.13,51893.79,54229810
2/12/2015,51989.99,52167.92,51887.45,52139.81,36577562
2/13/2015,52251.36,52368.83,52143.81,52368.83,43075305
2/16/2015,52428.1,52687.21,52422.22,52634.84,32573654
2/17/2015,52619.03,52742.79,52479.04,52641.26,41346992
2/18/2015,52794.08,52834.2,52462.79,52476.64,42747558
2/19/2015,52567.71,52665.67,52447.9,52572.95,33257648
2/20/2015,52600.08,52665.77,52491.12,52566.43,24524249
2/23/2015,52765.52,52911.87,52712.9,52911.87,34097325
2/24/2015,52896.45,52968.27,52620.83,52949.64,44245586
2/25/2015,53020.78,53067.38,52796.67,52871.46,44412535
2/26/2015,52834.71,53042.6,52740.34,53042.6,41225478
2/27/2015,53060.97,53304.77,52972.25,53304.21,53534821
3/2/2015,53392.85,53410.75,53186.86,53343.92,40441715
3/3/2015,53287.87,53344.77,52742.17,52742.17,41301969
3/4/2015,52777.66,53182.71,52499.33,53161.92,45442635
3/5/2015,53315.99,53588.79,53315.99,53546.4,61946716
3/6/2015,53620.89,53678.33,53290.38,53381.8,39730440
3/9/2015,53301.97,53592.26,53232.6,53415.93,30435330
3/10/2015,53402.16,53456.91,52828.61,52838.22,39564083
3/11/2015,52898.78,53041.44,52763.24,53041.44,40601553
3/12/2015,53200.17,53239.4,52937,53136.13,39914550
3/13/2015,53179.56,53179.56,52610.73,52740.67,39827589
3/16/2015,52819.27,52951.49,52724.2,52874.24,34723853
3/17/2015,52976.04,53305.38,52921,53197.78,35398628
3/18/2015,53244.16,53425.97,53213.64,53364.63,40204209
3/19/2015,53506.3,54148.48,53506.3,54148.48,47176273
3/20/2015,54201.37,54477.36,54115.24,54477.36,94138861
3/23/2015,54552.26,54564.54,54228.68,54564.54,30034652
3/24/2015,54402.3,54519.36,54224.73,54437.39,41516010
3/25/2015,54356.18,54425.55,54102.7,54138.34,47469631
3/26/2015,53885.92,53948.38,53546.29,53649.9,42464275
3/27/2015,53712.57,53859.06,53607.28,53607.28,49350988
3/30/2015,53798.77,54106.37,53798.77,54106.37,41275351
3/31/2015,54089.6,54200.26,53889.72,54091.32,41160418
4/1/2015,53985.99,54197.45,53953.71,54032.68,50846564
4/2/2015,54045.72,54179.04,54017.64,54179.04,40923206
4/7/2015,54295.49,54699.04,54290.71,54490.95,48115698
4/8/2015,54557.85,54724.37,54522.46,54647.1,57557121
4/9/2015,54680.61,55063.85,54658.01,55063.85,50562144
4/10/2015,55186.41,55243.48,54938.65,55026.26,43248906
4/13/2015,55039.68,55058.65,54841.51,55027.41,32808797
4/14/2015,55030.27,55039.06,54776.12,54971.31,37330048
4/15/2015,54948.55,55648.2,54948.55,55648.2,49412852
4/16/2015,55718.53,56165.1,55708.22,56165.1,49400681
4/17/2015,56088.4,56311.48,55459.57,55459.57,44608863
4/20/2015,55593.17,56241.18,55593.17,56191.3,39274076
4/21/2015,56388.23,56591.82,56052.07,56226.22,43081792
4/22/2015,56242.46,56515.49,56070.23,56450.94,46950985
4/23/2015,56651.5,56666.79,56227.87,56492.95,36874090
4/24/2015,56519.96,56630.28,56274.48,56518.96,36626740
4/27/2015,56584.16,57148.74,56514.3,57060.97,46543110
4/28/2015,57020.73,57192.85,56866.3,56993.2,47737668
4/29/2015,57074.8,57141.04,56449.23,56559.4,35874856
4/30/2015,56509.25,56684.01,56352.35,56477.69,41915356
5/4/2015,56759.18,56871.4,56562,56699.49,37872274
5/5/2015,56665.28,56806.24,56312.81,56442.25,42623343
5/6/2015,56412.84,56928.56,56372.05,56928.56,56624450
5/7/2015,56955.25,56980.41,56420.51,56911.34,44483550
5/8/2015,57064.04,57460.44,57051.18,57379.45,43525283
5/11/2015,57308.83,57404.6,57238.64,57262.52,31931268
5/12/2015,57299.39,57304.71,56775.13,57304.71,37884968
5/13/2015,57324.03,57436.98,57165.66,57246.74,50213947
5/14/2015,57229.22,57231.71,56833.23,56845.83,43764396
5/15/2015,56928.82,57066.35,56842.55,56901.42,36765644
5/18/2015,57088.52,57233.42,56906.68,57044.04,37017366
5/19/2015,57160.21,57244.95,56944.22,56968.61,38512497
5/20/2015,56925.08,56955.49,56550.25,56925.9,36588130
5/21/2015,56955.91,57001.44,56703.32,56990.6,30068887
5/22/2015,56973.03,56973.03,56638.8,56828.92,35733633
5/25/2015,56401.76,56493.72,55749.83,55957.5,28955409
5/26/2015,55875.53,56022.01,55553.99,55553.99,36892574
5/27/2015,55642.23,55862.06,55498.11,55862.06,45725746
5/28/2015,55896.87,55939.44,55556.13,55556.13,27267750
5/29/2015,55599.86,55851.68,55531.79,55531.79,61560525
6/1/2015,55599.98,55761.48,55463.22,55605.71,30417168
6/2/2015,55535.28,55551.74,55008.41,55045.4,34305360
6/3/2015,55128.96,55162.61,54707.67,54749.74,38937668
6/5/2015,54637.41,54644.08,54246.72,54278.69,30073543
6/8/2015,54301.82,54406.24,53953.21,53966.77,31432305
6/9/2015,53953.89,54237.83,53576.17,53576.17,44426596
6/10/2015,53628.08,54453.81,53617.7,54392.95,54281586
6/11/2015,54493.55,54565.77,54261.18,54357.69,31877983
6/12/2015,54369,54374.21,53945.35,53956.79,24749526
6/15/2015,53892.37,54191.73,53795.89,53977.29,20888133
6/16/2015,53947.95,53996.25,53741.2,53934.03,35422994
6/17/2015,54034.66,54160.75,53115.11,53203.7,37941414
6/18/2015,53205.71,53423.03,52869.33,53408.53,37070376
6/19/2015,53565.18,53641.53,53039.35,53039.35,53923937
6/22/2015,53380.27,54121.68,53380.27,54104.26,22591147
6/23/2015,54305.16,54329.49,54017.19,54017.19,25676482
6/24/2015,54114.21,54209.48,53863.85,54114.37,34966351
6/25/2015,54045.06,54449.16,54013.66,54141.2,40094251
6/26/2015,54072.42,54119.54,53808.87,53836.45,32798337
6/29/2015,51892.58,53093.04,51817.29,52905.49,35875742
6/30/2015,52741.47,53433.58,52737.61,53328.98,42374350
7/1/2015,53330.19,53671.33,52993.39,52993.41,31012358
7/2/2015,53049.95,53267.21,52908.03,53074.71,35544804
7/3/2015,53123.56,53175.8,52543.58,52764.91,20527980
7/6/2015,52121.44,52705.47,52121.44,52590.36,26822943
7/7/2015,52762.12,52860.95,51586.16,51586.16,39358360
7/8/2015,51504.17,51739.73,51243.99,51370.03,46768344
7/9/2015,51459.34,51658.71,51240.77,51658.71,31072533
7/10/2015,51899.91,52682.08,51899.91,52588.42,34442771
7/13/2015,52912.01,52978.62,52639.48,52773.18,34838014
7/14/2015,52802.76,52834.02,52480.21,52700.22,32308625
7/15/2015,52709.8,52782.43,52442.43,52764.78,28709311
7/16/2015,53000.14,53588.24,52946.51,53588.24,42546750
7/17/2015,53649.54,53687.9,53320.14,53428.96,28104331
7/20/2015,53389.56,53498.84,52744.66,52753.8,29871766
7/21/2015,52915.42,53056.19,52520.84,52839.41,31757465
7/22/2015,52722.94,52736.29,51635.34,51698.05,40307259
7/23/2015,51622.04,51986.22,51438.32,51986.22,35531926
7/24/2015,51909.83,52125.02,51753.07,51860.33,41997313
7/27/2015,51899.07,51899.07,51287.52,51738.86,43227095
7/28/2015,51856.62,52132.64,51828.26,51906.91,49759106
7/29/2015,52136.54,52732.92,51943.42,52288.1,52911787
7/30/2015,52495.82,52595.36,51850.93,52011.81,33726044
7/31/2015,52137.4,52750.94,51982.29,52750.94,46428758
8/3/2015,52653.31,52837.12,52579.47,52808.18,32940129
8/4/2015,52761.18,52989.92,52616.18,52941.88,54380600
8/5/2015,52908.14,53694.88,52908.14,53694.88,54933947
8/6/2015,53111.39,53111.39,52296.62,52418.07,122128154
8/7/2015,52429.35,52623.87,52271.23,52425.2,48220806
8/10/2015,52690.17,52931.39,52457.8,52931.39,36151803
8/11/2015,52943.67,53202.42,52802.39,52934.34,49065691
8/12/2015,52777.07,52777.07,52272.17,52554.93,48368531
8/13/2015,52760.22,53045.73,52760.07,52995.96,58516629
8/14/2015,53083.77,53170.17,52513.85,52566.45,56978844
8/17/2015,52597.98,52701.83,52019.34,52072.06,42284963
8/18/2015,52017.8,52138.82,51833.51,51933.37,51912712
8/19/2015,52093.29,52452.86,51980.15,52452.86,74218810
8/20/2015,52335.69,52634.79,52297.16,52508.32,62889028
8/21/2015,51919.52,52239.29,51850.61,51850.61,55791747
8/24/2015,50321.87,50334.4,48048.05,48916.6,97802132
8/25/2015,48587.14,50096.59,48521.23,49372.33,71577137
8/26/2015,49099.15,49535.56,48903.36,49318.58,59709544
8/27/2015,49931.51,50377.03,49905.34,50366.09,56586132
8/28/2015,50646.57,50972.44,50311.25,50972.44,59193665
8/31/2015,50890.28,51280.39,50735.87,51280.38,138394180
9/1/2015,50854.1,50893.38,50200.15,50292.2,54967651
9/2/2015,50343.27,50480.09,50135.97,50135.97,69711424
9/3/2015,50325.91,51003.17,50325.91,50977.06,59477664
9/4/2015,50847.52,50905.56,50506.31,50792.08,59324111
9/7/2015,51035.26,51064.2,50498.77,50498.77,43134619
9/8/2015,50630.25,50878.1,50509.11,50644.7,47397364
9/9/2015,51143.72,51282.28,50806.62,50806.62,73073997
9/10/2015,50769.5,51527.08,50769.5,51527.08,58478364
9/11/2015,51553.03,51681.05,51416.34,51519.45,71191475
9/14/2015,51375.3,51484.62,51161.03,51484.62,54310657
9/15/2015,51410,51523.79,51225.16,51484.93,76820630
9/16/2015,51573.16,51621.11,51218.68,51532.65,60725627
9/17/2015,51500.97,51880.22,51478.98,51801.58,66254455
9/18/2015,51790.8,51806.3,50966.57,51303.79,77190703
9/21/2015,51345.07,51499.93,51210.01,51499.88,40502402
9/22/2015,51533.3,51592.2,50609.81,50713.83,65134439
9/23/2015,50676.81,50777.86,50096.11,50160.5,56657270
9/24/2015,50220.81,50389.24,49471.07,49701.31,61044434
9/25/2015,49985.96,50213.98,49854.6,49935.09,46766932
9/28/2015,49888.37,49995.14,49160.95,49231.74,43034989
9/29/2015,48750.48,49360.45,48612.63,49257.71,69622100
9/30/2015,49530.32,49824.59,49318.49,49824.59,53719903
10/1/2015,50010.87,50073.74,49517.21,49593.95,49549904
10/2/2015,49670.25,49767.46,49117.34,49275.66,36793068
10/5/2015,49568.13,50407.36,49516.62,50312.86,50446125
10/6/2015,50307.94,50762.75,50198.55,50733.51,63011858
10/7/2015,50894.92,51005.27,50636.19,50961.87,54027466
10/8/2015,50779.01,51310.46,50733.97,51222.77,69825765
10/9/2015,51511.33,51749.79,51443.32,51710.74,80092936
10/12/2015,51837.74,51888.15,51411.92,51569.81,59479545
10/13/2015,51455.24,51476.99,51036.01,51310.64,60417408
10/14/2015,51111.87,51488.55,50971.94,51174.59,65361655
10/15/2015,51360.47,51632.93,51360.47,51599.62,57553560
10/16/2015,51807.6,51909.32,51391.65,51391.65,49939357
10/19/2015,51381.67,51594.67,51178.89,51264.77,42953982
10/20/2015,51193.74,51465.12,51169.05,51442.51,44728134
10/21/2015,51509.95,51542.18,51101.16,51183.06,47629171
10/22/2015,51216.9,51255.64,50919.24,51094.29,54555126
10/23/2015,51192.96,51402.78,51090.18,51157.09,48712724
10/26/2015,50787.47,51433.35,50787.47,51233.42,54241010
10/27/2015,51193.23,51290.19,51056.76,51277.72,45519269
10/28/2015,51168.93,51198.42,50940.54,51198.42,37262176
10/29/2015,51122.21,51148.41,50156.06,50262.68,49339447
10/30/2015,50287.77,50344.86,49992.51,50271.65,40282550
11/2/2015,50320.78,50706.89,50229.38,50642.89,34757596
11/3/2015,50750.34,50767.7,50349.68,50367.53,42991792
11/4/2015,50460.1,50776.76,50274.73,50466.34,56212378
11/5/2015,50392.4,50504.31,50095.48,50125.85,46145541
11/6/2015,50120.65,50155.47,49544.32,49599.29,58990939
11/9/2015,49671.72,49786.8,49197.77,49428.71,47803021
11/10/2015,49492.49,49718.38,49276.83,49538.05,55894116
11/12/2015,49714.75,49778.74,49159.12,49358.2,45862385
11/13/2015,49165.01,49285.51,48656.31,48697.1,50941751
11/16/2015,48448.78,48654.85,48252.45,48462.93,60417628
11/17/2015,48652.56,49193.85,48652.56,49119.09,56869606
11/18/2015,49101.96,49349.54,48862.75,49345.31,60601335
11/19/2015,49467.17,49533.78,49091.96,49177.74,39740937
