Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2020-06-19,356.87,363.13,356.87,363.13
2020-06-22,363.13,363.13,363.13,363.13
2020-06-23,363.13,363.13,356.87,356.87
2020-06-24,349.83,354.63,349.83,354.63
2020-06-25,357.03,362.66,357.03,362.66
2020-06-26,362.66,362.66,362.66,362.66
2020-06-29,337.38,337.38,337.38,337.38
2020-06-30,337.38,337.38,337.38,337.38
2020-07-01,337.38,337.38,337.38,337.38
2020-07-02,337.38,337.38,336.86,336.86
2020-07-03,336.86,336.86,331.12,331.12
2020-07-06,323.93,323.93,323.5,323.5
2020-07-07,323.5,323.5,319.69,319.69
2020-07-08,325.43,338.86,325.43,338.86
2020-07-09,338.86,338.86,338.86,338.86
2020-07-10,338.86,338.86,338.86,338.86
2020-07-13,335.73,336.18,335.73,336.18
2020-07-14,336.18,336.7,336.18,336.7
2020-07-15,336.7,336.7,336.7,336.7
2020-07-16,336.7,336.7,336.7,336.7
2020-07-17,336.7,336.7,336.7,336.7
2020-07-20,336.7,336.7,336.7,336.7
2020-07-21,327.02,327.02,324.9,324.9
2020-07-22,324.9,329.98,324.9,329.98
2020-07-23,329.98,329.98,329.98,329.98
2020-07-24,329.98,331.9,329.98,331.9
2020-07-27,331.38,331.38,328.42,331.38
2020-07-28,331.38,331.38,331.38,331.38
2020-07-29,331.38,331.38,331.38,331.38
2020-07-30,331.38,331.38,331.38,331.38
2020-07-31,331.38,331.38,331.38,331.38
2020-08-03,331.38,334.47,331.38,334.47
2020-08-04,332.83,332.83,332.83,332.83
2020-08-05,332.83,332.83,330.07,330.07
2020-08-06,332.83,332.83,332.83,332.83
2020-08-07,327.16,338.69,327.16,337.9
2020-08-10,337.9,337.9,337.9,337.9
2020-08-11,337.9,337.9,334.29,334.29
2020-08-12,333.88,333.88,331.91,331.95
2020-08-13,331.95,331.95,331.95,331.95
2020-08-14,331.95,331.95,331.95,331.95
2020-08-17,331.95,331.95,331.95,331.95
2020-08-18,331.95,334.32,331.95,334.32
2020-08-19,334.32,334.32,334.32,334.32
2020-08-20,334.32,334.32,334.32,334.32
2020-08-21,334.32,334.32,334.32,334.32
2020-08-24,334.73,334.73,334.73,334.73
2020-08-25,334.73,334.73,334.73,334.73
2020-08-26,334.73,334.73,334.73,334.73
2020-08-27,330.62,330.62,330.62,330.62
2020-08-28,331.01,331.01,330.62,330.62
2020-08-31,331.01,331.01,331.01,331.01
2020-09-02,331.01,331.01,331.01,331.01
2020-09-03,331.01,331.01,331.01,331.01
2020-09-04,334.17,338.5,331.8,338.5
2020-09-07,333.86,333.86,331.28,331.28
2020-09-08,331.28,332.46,331.28,332.46
2020-09-09,333.65,338.99,333.65,338.99
2020-09-10,352.03,355.4,352.03,355.4
2020-09-11,355.4,355.92,355.4,355.92
2020-09-14,371.23,371.23,371.23,371.23
2020-09-16,371.23,372.8,371.23,372.02
2020-09-17,372.02,372.02,372.02,372.02
2020-09-18,372.33,372.33,371.3,371.3
2020-09-21,371.3,371.3,370.51,370.51
2020-09-22,370.51,371.3,370.51,371.3
2020-09-23,371.3,371.84,369.76,371.05
2020-09-24,371.05,371.05,371.05,371.05
2020-09-25,356.63,357.14,356.63,357.14
2020-09-28,356.63,357.14,356.63,357.14
2020-09-29,356.63,356.63,350.9,351.41
2020-09-30,354.57,355.39,354.57,355.39
2020-10-01,353.42,358.06,353.42,358.06
2020-10-02,358.06,358.06,350.12,350.12
2020-10-05,350.91,350.91,350.12,350.12
2020-10-06,350.12,350.91,350.12,350.91
2020-10-07,350.39,350.79,350.39,350.79
2020-10-08,350.79,351.18,350.79,351.18
2020-10-09,351.57,351.57,347.97,347.97
2020-10-12,347.97,347.97,347.57,347.57
2020-10-13,347.57,347.57,344.02,344.02
2020-10-14,347.57,347.57,347.57,347.57
2020-10-15,347.57,348.09,347.57,348.09
2020-10-16,347.57,347.57,347.57,347.57
2020-10-19,352.97,352.97,352.97,352.97
2020-10-20,352.57,352.57,352.57,352.57
2020-10-21,352.57,352.57,351.78,351.78
2020-10-22,351.78,354.88,351.78,354.88
2020-10-23,354.88,354.88,350.75,350.75
2020-10-26,351.15,351.15,345.01,345.01
2020-10-27,341.07,345.01,341.07,345.01
2020-10-28,345.01,346.2,342.65,346.2
2020-10-29,351.54,356.3,350.36,356.3
2020-10-30,356.3,356.7,356.3,356.7
2020-11-02,356.7,356.7,356.7,356.7
2020-11-03,356.7,356.7,356.7,356.7
2020-11-04,356.7,356.7,350.78,350.78
2020-11-05,345.63,345.63,342.08,343.66
2020-11-06,343.66,348.81,343.66,348.81
2020-11-09,348.81,348.81,348.81,348.81
2020-11-10,343.47,343.47,343.47,343.47
2020-11-11,347.41,347.41,343.47,343.47
2020-11-12,343.47,343.47,343.47,343.47
2020-11-13,343.47,343.47,338.31,338.31
2020-11-16,343.47,343.47,343.47,343.47
2020-11-18,354.11,354.11,354.11,354.11
2020-11-19,334.56,338.72,334.56,338.72
2020-11-20,341.72,341.72,335.9,335.9
2020-11-23,343.32,343.32,341.34,341.34
2020-11-24,339.89,339.89,336.08,336.6
2020-11-25,334.02,339.85,334.02,339.85
2020-11-26,341.91,346.07,341.91,344.4
2020-11-27,344.4,344.4,341.83,341.83
2020-11-30,343.8,343.8,343.8,343.8
2020-12-01,343.8,343.8,343.8,343.8
2020-12-02,345.37,345.37,345.37,345.37
2020-12-03,345.37,347.95,345.37,347.95
2020-12-04,340.22,348.47,340.22,348.47
2020-12-07,347.44,347.95,344.01,347.95
2020-12-08,340.22,347.95,340.22,347.95
2020-12-09,347.95,347.95,347.95,347.95
2020-12-10,350.42,350.42,345.26,345.26
2020-12-11,349.9,349.9,349.9,349.9
2020-12-14,349.9,349.9,345.26,347.95
2020-12-15,347.95,352.06,347.95,352.06
2020-12-16,352.06,352.06,352.06,352.06
2020-12-17,347.95,347.95,340.22,345.37
2020-12-18,342.22,344.8,337.07,337.07
2020-12-21,337.07,337.07,337.07,337.07
2020-12-22,344.8,345.31,344.8,344.8
2020-12-23,344.8,344.8,342.22,342.22
2020-12-28,342.22,342.22,342.22,342.22
2020-12-29,345.13,345.13,345.13,345.13
2020-12-30,345.13,345.13,345.13,345.13
2021-01-04,348.23,348.74,348.23,348.74
2021-01-05,349.14,349.65,349.14,349.65
2021-01-07,350.9,350.9,350.9,350.9
2021-01-08,350.9,350.9,350.9,350.9
2021-01-11,346.78,351.41,346.78,351.41
2021-01-12,351.41,351.41,351.41,351.41
2021-01-13,355.53,355.53,353.46,353.46
2021-01-14,350.89,356.83,350.89,356.83
2021-01-15,351.68,356.83,351.68,356.83
2021-01-18,359.33,359.33,354.17,354.17
2021-01-19,357.78,357.78,356.75,356.75
2021-01-20,356.75,356.75,354.17,354.17
2021-01-22,354.17,355.2,354.17,355.2
2021-01-25,351.09,351.09,351.09,351.09
2021-01-26,351.09,351.09,351.09,351.09
2021-01-27,351.49,351.49,350.3,350.3
2021-01-28,350.3,350.7,350.3,350.7
2021-01-29,350.7,350.7,350.7,350.7
2021-02-01,350.7,350.7,348.2,349.04
2021-02-02,349.48,352.07,349.48,351.19
2021-02-03,350.75,354.42,349.89,354.42
2021-02-04,352.65,353.09,352.65,353.09
2021-02-05,352.65,352.65,352.65,352.65
2021-02-08,357.18,358.95,357.18,357.62
2021-02-09,353.98,353.98,352.67,352.67
2021-02-10,352.67,353.11,352.23,352.23
2021-02-11,352.23,354.42,352.23,354.42
2021-02-12,353.98,353.98,353.53,353.98
2021-02-15,354.42,354.42,353.53,353.53
2021-02-16,356.24,356.24,355.38,356.24
2021-02-17,356.24,356.24,355.36,355.36
2021-02-18,355.36,358.51,355.36,358.51
2021-02-19,361.22,361.22,357.22,357.22
2021-02-22,357.22,359.87,357.22,357.66
2021-02-23,358.98,358.98,358.1,358.1
2021-02-24,358.09,359.85,357.65,357.65
2021-02-25,355.98,356.42,355.98,356.42
2021-02-26,356.42,357.31,356.42,357.31
2021-03-01,356.88,356.88,356.88,356.88
2021-03-02,356.88,363.78,356.88,363.78
2021-03-03,363.78,364.19,363.78,364.19
2021-03-04,362.56,362.56,362.56,362.56
2021-03-05,362.56,362.56,362.56,362.56
2021-03-08,367.84,368.21,367.84,368.21
2021-03-09,368.21,368.21,368.21,368.21
2021-03-10,368.64,368.64,367.78,367.78
2021-03-11,367.78,367.78,367.78,367.78
2021-03-12,367.78,367.78,367.78,367.78
2021-03-15,368.64,368.64,367.78,367.78
2021-03-16,368.64,368.64,367.78,367.78
2021-03-17,371.48,371.48,370.62,370.62
2021-03-18,370.62,371.48,370.62,371.48
2021-03-19,371.48,371.48,369.45,369.45
2021-03-22,369.45,369.45,369.45,369.45
2021-03-23,369.45,369.45,369.45,369.45
2021-03-24,369.08,369.08,369.08,369.08
2021-03-25,369.45,369.45,369.45,369.45
2021-03-26,369.45,369.45,369.45,369.45
2021-03-29,369.45,369.45,368.59,368.59
2021-03-30,369.45,369.45,363.36,363.36
2021-03-31,363.36,363.36,363.36,363.36
2021-04-01,363.36,363.36,363.36,363.36
2021-04-06,363.36,363.36,363.36,363.36
2021-04-07,363.72,363.72,363.72,363.72
2021-04-08,363.72,363.72,363.29,363.29
2021-04-09,363.29,365.88,363.29,365.88
2021-04-12,365.88,369.94,365.88,369.94
2021-04-13,369.94,369.94,369.94,369.94
2021-04-14,369.94,369.94,369.94,369.94
2021-04-15,369.94,369.94,369.94,369.94
2021-04-16,369.94,369.94,369.94,369.94
2021-04-19,369.94,369.94,369.94,369.94
2021-04-20,373.39,373.39,373.39,373.39
2021-04-21,369.94,369.94,369.94,369.94
2021-04-22,369.94,369.94,369.94,369.94
2021-04-23,369.94,369.94,369.94,369.94
2021-04-26,369.94,369.94,369.94,369.94
2021-04-27,369.94,369.94,369.94,369.94
2021-04-28,369.94,369.94,365.88,365.88
2021-04-29,368.04,368.04,368.04,368.04
2021-04-30,368.04,368.04,368.04,368.04
2021-05-03,368.04,368.04,368.04,368.04
2021-05-04,368.04,368.04,368.04,368.04
2021-05-05,371.05,371.05,371.05,371.05
2021-05-06,375.38,375.46,375.38,375.46
2021-05-07,375.46,375.46,375.46,375.46
2021-05-10,375.46,375.46,369.35,369.35
2021-05-11,369.72,369.72,369.72,369.72
2021-05-12,370.15,370.15,370.15,370.15
2021-05-13,370.15,370.15,370.15,370.15
2021-05-14,370.15,370.15,370.15,370.15
2021-05-17,370.15,370.15,370.15,370.15
2021-05-18,366.7,366.7,366.7,366.7
2021-05-19,366.7,366.7,366.7,366.7
2021-05-20,368.86,368.86,368.86,368.86
2021-05-21,368.86,368.86,368.86,368.86
2021-05-24,371.5,371.5,371.5,371.5
2021-05-25,371.5,371.5,371.5,371.5
2021-05-26,370.76,370.76,370.76,370.76
2021-05-27,370.76,370.76,366.45,366.45
2021-05-28,370.76,370.76,370.76,370.76
2021-05-31,370.76,370.76,370.76,370.76
2021-06-01,370.76,370.76,370.76,370.76
2021-06-02,370.76,370.76,370.76,370.76
2021-06-03,370.76,370.76,370.76,370.76
2021-06-04,370.76,370.76,370.76,370.76
2021-06-07,370.76,370.76,370.76,370.76
2021-06-08,370.33,370.33,370.33,370.33
2021-06-09,370.33,370.33,366.88,366.88
2021-06-10,366.88,366.88,366.88,366.88
2021-06-11,370.33,370.33,370.33,370.33
2021-06-14,370.76,370.76,370.76,370.76
2021-06-15,370.76,370.76,366.88,366.88
2021-06-16,366.88,366.88,366.88,366.88
2021-06-17,364.84,364.84,364.84,364.84
2021-06-18,364.85,364.85,364.84,364.84
2021-06-21,364.84,368.8,364.84,368.8
2021-06-22,368.8,368.8,368.8,368.8
2021-06-23,368.8,368.8,365.28,365.28
2021-06-24,365.28,365.28,365.28,365.28
2021-06-25,365.28,365.28,365.28,365.28
2021-06-29,365.28,365.28,364.84,364.84
2021-06-30,364.84,364.84,364.84,364.84
2021-07-01,364.84,364.84,364.84,364.84
2021-07-02,364.84,364.84,364.84,364.84
2021-07-06,364.84,365.25,364.84,365.25
2021-07-07,365.25,365.25,365.25,365.25
2021-07-08,365.25,365.25,365.25,365.25
2021-07-09,365.25,365.25,365.25,365.25
2021-07-12,365.25,365.25,365.25,365.25
2021-07-13,365.25,365.25,365.25,365.25
2021-07-14,365.25,365.25,365.25,365.25
2021-07-15,365.65,365.65,365.65,365.65
2021-07-16,368.09,368.09,368.09,368.09
2021-07-19,368.09,368.09,368.09,368.09
2021-07-20,368.09,368.09,368.09,368.09
2021-07-21,368.09,368.09,368.09,368.09
2021-07-22,371.23,371.23,371.23,371.23
2021-07-23,371.23,371.23,371.23,371.23
2021-07-26,371.23,371.23,366.84,366.84
2021-07-27,366.84,366.84,366.84,366.84
2021-07-28,366.84,366.84,366.84,366.84
2021-07-29,370.49,371.36,370.49,371.36
2021-07-30,370.49,370.49,366.84,366.84
2021-08-02,366.84,366.84,362.66,362.66
2021-08-03,363.41,367.59,363.41,367.59
2021-08-04,367.59,367.59,367.59,367.59
2021-08-05,365.39,365.39,365.39,365.39
2021-08-06,364.95,368.58,364.95,368.58
2021-08-09,368.58,368.58,368.58,368.58
2021-08-10,366.82,366.82,366.82,366.82
2021-08-11,366.82,369.02,366.82,369.02
2021-08-12,368.58,368.58,364.95,364.95
2021-08-13,364.95,364.95,363.19,363.19
2021-08-16,363.19,363.19,363.19,363.19
2021-08-17,363.19,363.19,363.19,363.19
2021-08-18,363.19,365.39,363.19,365.39
2021-08-19,365.39,367.59,363.19,363.19
2021-08-20,365.39,365.39,363.19,363.19
2021-08-23,363.19,363.19,363.19,363.19
2021-08-24,388.76,388.76,388.76,388.76
2021-08-25,388.76,388.76,388.76,388.76
2021-08-26,388.76,388.76,388.76,388.76
2021-08-27,390.96,390.96,387.26,387.26
2021-08-30,387.26,387.26,387.26,387.26
2021-08-31,387.26,387.26,387.26,387.26
2021-09-02,387.26,387.26,387.26,387.26
2021-09-03,387.26,387.26,387.26,387.26
2021-09-06,387.26,393.42,387.26,393.42
2021-09-07,393.42,393.42,387.26,387.26
2021-09-08,387.26,392.98,387.26,392.98
2021-09-09,387.7,391.66,387.7,391.66
2021-09-10,391.66,391.66,387.26,387.26
2021-09-13,387.26,387.26,387.26,387.26
2021-09-14,386.16,387.26,386.16,387.26
2021-09-16,387.26,387.26,386.16,387.26
2021-09-17,387.26,387.26,387.26,387.26
2021-09-20,387.26,387.26,387.26,387.26
2021-09-21,387.26,387.26,387.26,387.26
2021-09-22,387.26,387.26,387.26,387.26
2021-09-23,387.26,389.46,387.26,389.46
2021-09-24,389.46,389.46,387.26,387.26
2021-09-27,389.46,389.46,389.46,389.46
2021-09-28,387.14,387.14,387.14,387.14
2021-09-29,387.14,387.14,387.14,387.14
2021-09-30,383.92,387.14,383.92,387.14
2021-10-01,386.21,386.21,383.89,386.21
2021-10-04,386.21,386.21,386.21,386.21
2021-10-05,386.21,386.21,386.21,386.21
2021-10-06,386.21,386.63,386.21,386.63
2021-10-07,386.63,388.92,386.63,388.92
2021-10-08,388.95,389.41,386.63,386.63
2021-10-11,386.63,388.95,386.63,388.95
2021-10-12,388.95,388.95,386.63,386.63
2021-10-13,389.71,389.71,387.41,387.41
2021-10-14,387.41,387.41,387.41,387.41
2021-10-15,387.41,387.41,387.41,387.41
2021-10-18,387.41,387.41,387.41,387.41
2021-10-19,390.74,390.74,390.72,390.72
2021-10-20,390.74,390.74,390.74,390.74
2021-10-21,395.06,395.06,392.74,395.04
2021-10-22,397.38,397.38,395.04,395.06
2021-10-25,395.06,396.22,394.83,394.83
2021-10-26,394.6,394.83,389.88,389.88
2021-10-27,391.5,391.5,389.41,389.41
2021-10-28,390.57,390.57,390.34,390.34
2021-10-29,390.34,390.34,389.41,389.41
2021-11-02,389.41,389.41,389.41,389.41
2021-11-03,389.41,389.83,389.41,389.83
2021-11-04,392.74,392.74,392.74,392.74
2021-11-05,392.74,392.74,392.74,392.74
2021-11-08,398.28,398.28,398.28,398.28
2021-11-09,398.28,398.28,398.28,398.28
2021-11-10,398.28,400.36,398.28,400.36
2021-11-11,400.36,400.36,399.2,399.2
2021-11-12,399.2,399.2,399.2,399.2
2021-11-15,393.87,398.04,393.87,398.04
2021-11-16,398.04,398.04,398.04,398.04
2021-11-18,398.04,398.04,398.04,398.04
2021-11-19,398.04,398.04,398.04,398.04
2021-11-22,398.04,398.04,398.04,398.04
2021-11-23,398.04,398.04,398.04,398.04
2021-11-24,398.04,398.04,395.72,395.72
2021-11-25,395.72,398.02,395.72,398.02
2021-11-26,398.02,398.02,395.72,395.72
2021-11-29,395.72,395.72,395.72,395.72
2021-11-30,395.72,395.72,395.72,395.72
2021-12-01,395.72,395.72,395.72,395.72
2021-12-02,398.46,398.46,398.46,398.46
2021-12-03,398.46,398.46,396.14,396.14
2021-12-06,396.14,396.14,396.14,396.14
2021-12-07,395.72,395.72,395.72,395.72
2021-12-08,395.72,395.72,395.72,395.72
2021-12-09,395.72,395.72,395.72,395.72
2021-12-10,395.72,395.72,395.72,395.72
2021-12-13,397.92,397.92,397.34,397.34
2021-12-14,397.34,397.34,397.34,397.34
2021-12-15,397.34,397.34,397.34,397.34
2021-12-16,397.34,397.34,397.34,397.34
2021-12-17,398.59,398.59,396.6,396.6
2021-12-20,400.35,400.35,400.35,400.35
2021-12-21,401.51,401.51,396.88,396.88
2021-12-22,397.34,397.34,397.34,397.34
2021-12-23,397.34,397.34,397.34,397.34
2021-12-27,397.34,397.34,397.34,397.34
2021-12-28,397.34,397.34,396.88,396.88
2021-12-29,396.88,396.88,396.88,396.88
2021-12-30,397.34,397.34,397.34,397.34
2022-01-03,397.76,397.76,397.3,397.3
2022-01-04,397.3,397.3,397.3,397.3
2022-01-05,397.3,397.3,397.3,397.3
2022-01-07,397.76,397.76,397.3,397.3
2022-01-10,397.3,397.3,397.3,397.3
2022-01-11,397.76,400.77,397.76,400.77
2022-01-12,404.52,404.52,401.51,401.51
2022-01-13,401.51,401.51,401.51,401.51
2022-01-14,401.51,404.52,401.51,404.52
2022-01-17,402.2,402.2,395.72,395.72
2022-01-18,395.72,395.72,395.72,395.72
2022-01-19,399.88,399.88,399.42,399.88
2022-01-20,396.14,399.88,396.14,399.88
2022-01-21,399.88,399.88,399.88,399.88
2022-01-24,399.88,399.88,398.96,399.88
2022-01-25,395.72,395.72,395.49,395.49
2022-01-26,395.72,399.88,395.72,396.14
2022-01-27,396.14,396.14,396.14,396.14
2022-01-28,396.14,397.3,396.14,397.3
2022-01-31,396.14,396.14,395.72,395.72
2022-02-01,395.72,395.72,395.72,395.72
2022-02-02,399.37,399.37,399.37,399.37
2022-02-03,399.37,399.37,398.33,398.33
2022-02-04,408.15,408.15,402.94,402.94
2022-02-07,402.94,402.94,402.94,402.94
2022-02-08,402.94,402.94,402.94,402.94
2022-02-09,402.94,402.94,401.77,401.77
2022-02-10,405.55,405.55,405.55,405.55
2022-02-11,402.94,405.55,402.94,405.55
2022-02-14,404.5,405.55,401.37,401.37
2022-02-15,401.37,402.94,401.37,402.94
2022-02-16,401.37,402.94,401.37,402.94
2022-02-17,402.94,402.94,401.64,401.64
2022-02-18,402.94,402.94,400.33,400.33
2022-02-21,400.33,400.33,400.33,400.33
2022-02-22,402.94,402.94,400.33,400.33
2022-02-23,400.33,400.33,397.56,397.56
2022-02-24,399.13,400.17,398.87,400.17
2022-02-25,400.17,400.17,397.56,397.56
2022-02-28,397.56,397.56,397.56,397.56
2022-03-01,397.56,398.87,397.56,398.87
2022-03-02,389.8,389.8,389.8,389.8
2022-03-03,388.49,388.49,387.7,387.7
2022-03-04,391.26,398.06,391.26,398.06
2022-03-07,398.06,398.06,398.06,398.06
2022-03-08,398.06,398.06,398.06,398.06
2022-03-09,399.63,399.63,398.12,398.12
2022-03-10,396.55,397.07,396.55,396.55
2022-03-11,396.55,396.55,387.9,387.9
2022-03-14,393.95,393.95,393.95,393.95
2022-03-15,393.95,399.16,393.95,399.16
2022-03-16,399.16,399.16,399.16,399.16
2022-03-17,399.16,399.16,393.95,393.95
2022-03-18,393.95,393.95,393.95,393.95
2022-03-21,393.95,399.16,393.95,399.16
2022-03-22,399.16,399.16,399.16,399.16
2022-03-23,399.16,399.16,399.16,399.16
2022-03-24,399.16,399.16,399.16,399.16
2022-03-25,399.16,399.16,396.55,396.55
2022-03-28,399.16,399.16,393.95,393.95
2022-03-29,399.16,399.16,399.16,399.16
2022-03-30,386.58,386.58,381.37,381.37
2022-03-31,381.37,381.37,381.37,381.37
2022-04-01,385.54,385.54,385.54,385.54
2022-04-04,383.97,383.97,381.37,383.97
2022-04-05,383.97,385.54,381.37,381.37
2022-04-06,385.54,385.54,383.97,383.97
2022-04-07,383.97,385.54,381.37,385.54
2022-04-08,383.97,383.97,381.37,381.37
2022-04-11,383.32,383.32,381.37,381.37
2022-04-12,382.67,382.67,381.37,381.37
2022-04-13,380.57,380.57,380.18,380.18
2022-04-14,380.18,382.5,380.18,380.18
2022-04-19,382.5,382.5,380.18,380.18
2022-04-20,381.48,381.48,380.18,380.18
2022-04-21,381.48,381.48,380.18,380.18
2022-04-22,380.18,380.18,380.18,380.18
2022-04-25,380.18,381.43,380.18,380.18
2022-04-26,380.18,380.18,380.18,380.18
2022-04-27,380.18,380.18,378.09,378.09
2022-04-28,382.4,382.4,381.35,382.4
2022-04-29,381.88,382.4,381.88,382.4
2022-05-02,382.38,382.38,382.38,382.38
2022-05-03,382.4,382.4,382.4,382.4
2022-05-04,383.72,383.72,382.4,382.4
2022-05-05,382.4,382.4,382.4,382.4
2022-05-06,382.4,382.4,382.4,382.4
2022-05-09,381.34,383.34,381.34,383.34
2022-05-10,383.34,383.34,382.55,382.55
2022-05-11,382.29,383.34,382.29,383.34
2022-05-12,383.61,386.19,383.61,386.19
2022-05-13,383.61,386.17,383.61,383.61
2022-05-16,382.8,382.8,382.8,382.8
2022-05-17,382.8,382.8,382.54,382.54
2022-05-18,382.54,382.8,382.54,382.8
2022-05-19,382.8,382.8,382.8,382.8
2022-05-20,381.75,381.75,380.16,380.16
2022-05-23,382.8,382.8,380.16,382.8
2022-05-24,377.52,378.84,377.52,378.82
2022-05-25,371.4,372.46,371.4,372.46
2022-05-26,365.43,365.43,365.43,365.43
2022-05-27,359.7,359.7,359.7,359.7
2022-05-30,354.58,356.88,354.55,356.88
2022-05-31,359.78,363.64,359.78,363.64
2022-06-01,368.86,368.86,358.91,358.91
2022-06-02,364.59,364.59,364.59,364.59
2022-06-03,370.85,370.85,370.56,370.56
2022-06-06,373.2,373.2,370.56,373.2
2022-06-07,370.56,371.88,370.56,371.88
2022-06-08,370.56,371.88,370.56,370.56
2022-06-09,370.56,371.88,370.56,371.88
2022-06-10,371.88,371.88,370.56,370.56
2022-06-13,370.58,370.58,370.56,370.56
2022-06-14,370.56,370.56,368.45,368.45
2022-06-15,369.24,370.56,369.24,370.56
2022-06-16,371.88,371.88,370.56,371.26
2022-06-17,371.26,371.26,369.94,371.13
2022-06-20,369.94,369.94,369.94,369.94
2022-06-21,369.94,369.94,369.94,369.94
2022-06-22,371.26,371.26,370.47,370.47
2022-06-23,370.47,370.47,370.47,370.47
2022-06-24,370.47,370.47,370.47,370.47
2022-06-27,371.26,371.26,369.94,371.26
2022-06-28,371.26,372.56,371.26,372.56
2022-06-29,372.56,372.58,372.56,372.58
2022-06-30,372.58,372.58,372.58,372.58
2022-07-01,372.58,372.58,370.07,370.07
2022-07-04,373.88,374.96,369.94,371.26
2022-07-06,371.26,371.26,371.26,371.26
2022-07-07,371.26,371.26,371.26,371.26
2022-07-08,369.94,369.94,368.62,368.62
2022-07-11,368.62,371.26,368.62,371.26
2022-07-12,371.26,371.26,368.62,368.62
2022-07-13,368.62,371.26,368.62,371.26
2022-07-14,368.72,371.13,367.29,367.29
2022-07-15,373.43,373.43,373.43,373.43
2022-07-18,373.43,373.43,373.43,373.43
2022-07-19,377.21,377.21,374.75,374.75
2022-07-20,374.75,374.75,374.75,374.75
2022-07-21,374.75,374.75,374.75,374.75
2022-07-22,374.75,374.75,374.75,374.75
2022-07-25,374.75,374.75,374.75,374.75
2022-07-26,374.75,374.75,374.75,374.75
2022-07-27,374.75,374.75,374.75,374.75
2022-07-28,374.75,374.75,374.75,374.75
2022-07-29,377.13,377.13,374.75,374.75
2022-08-01,377.11,377.11,374.75,374.75
2022-08-02,374.75,376.18,374.75,376.18
2022-08-03,376.18,376.18,374.75,374.75
2022-08-04,373.89,374.75,373.89,374.75
2022-08-05,374.75,374.75,374.72,374.72
2022-08-08,374.72,374.72,374.72,374.72
2022-08-09,374.72,374.72,374.72,374.72
2022-08-10,374.72,374.72,374.61,374.61
2022-08-11,374.61,374.61,374.61,374.61
2022-08-12,374.47,374.61,374.47,374.61
2022-08-15,374.61,374.61,374.61,374.61
2022-08-16,358.06,358.18,358.06,358.06
2022-08-17,358.06,358.06,358.06,358.06
2022-08-18,358.06,358.06,357.35,357.35
2022-08-19,357.35,358.06,357.35,358.06
2022-08-22,358.06,358.2,358.06,358.2
2022-08-23,358.2,358.2,357.92,357.92
2022-08-24,359.63,359.63,357.92,357.92
2022-08-25,357.92,358.2,357.92,358.2
2022-08-26,346.09,346.09,345.83,345.83
2022-08-30,343.8,346.66,343.8,346.66
2022-08-31,346.66,346.66,346.66,346.66
2022-09-02,346.66,346.66,345.8,345.8
2022-09-05,345.8,346.66,343.52,343.52
2022-09-06,347.4,347.79,347.4,347.4
2022-09-07,347.4,347.4,344.57,344.57
2022-09-08,344.57,344.57,344.57,344.57
2022-09-09,344.57,344.57,344.57,344.57
2022-09-12,344.86,346.86,344.86,346.86
2022-09-13,344.57,344.6,344.57,344.6
2022-09-14,344.6,346.83,344.6,346.83
2022-09-16,346.86,346.86,345.97,345.97
2022-09-19,345.59,345.62,345.59,345.62
2022-09-20,347.06,347.06,346.11,346.11
2022-09-21,346.11,346.11,345.85,345.85
2022-09-22,345.85,345.85,345.85,345.85
2022-09-23,345.82,346.11,345.82,346.11
2022-09-26,346.11,346.11,346.11,346.11
2022-09-27,346.11,347.25,346.11,347.25
2022-09-28,346.11,346.11,346.11,346.11
2022-09-29,346.11,346.11,346.11,346.11
2022-09-30,346.11,346.11,346.11,346.11
2022-10-03,345.96,346.11,345.96,346.11
2022-10-04,343.8,344.38,343.8,344.38
2022-10-05,344.38,344.38,344.38,344.38
2022-10-06,343.66,344.95,343.66,344.95
2022-10-07,344.95,344.95,344.95,344.95
2022-10-10,344.95,345.23,344.95,345.23
2022-10-11,345.23,345.23,345.23,345.23
2022-10-12,346.03,346.03,345.23,345.23
2022-10-13,345.23,345.23,343.8,343.8
2022-10-14,345.23,345.52,345.23,345.52
2022-10-17,345.52,345.52,343.8,343.8
2022-10-18,343.8,343.8,343.23,343.23
2022-10-19,343.23,345.2,343.23,345.2
2022-10-20,337.54,338.34,337.54,338.34
2022-10-21,336.11,336.11,335.54,336.11
2022-10-24,337.54,337.54,336.11,337.37
2022-10-25,336.11,338.94,336.11,338.94
2022-10-26,338.97,338.97,338.39,338.39
2022-10-27,338.39,338.68,337.54,338.39
2022-10-28,337.54,337.54,335.57,335.57
2022-10-31,336.11,336.11,335.54,335.54
2022-11-02,329.2,338.97,329.2,338.97
2022-11-03,338.97,338.97,333.25,333.25
2022-11-07,336.17,337.6,336.17,337.6
2022-11-08,337.6,337.6,335.03,335.03
2022-11-09,337.6,337.6,337.6,337.6
2022-11-10,337.6,337.6,337.6,337.6
2022-11-11,337.6,337.6,337.6,337.6
2022-11-14,337.6,337.6,337.6,337.6
2022-11-15,337.6,337.6,331.17,331.17
2022-11-16,331.17,331.17,331.17,331.17
2022-11-18,331.17,331.17,331.17,331.17
2022-11-21,331.17,331.17,331.17,331.17
2022-11-22,331.17,331.17,331.17,331.17
2022-11-23,331.17,331.17,331.17,331.17
2022-11-24,331.17,331.17,331.17,331.17
2022-11-25,336.17,336.17,336.17,336.17
