Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2022-11-28,336.17,336.17,336.17,336.17
2022-11-29,336.17,336.17,336.17,336.17
2022-11-30,336.17,336.17,336.17,336.17
2022-12-01,336.74,336.74,336.74,336.74
2022-12-02,336.74,341.88,336.74,341.88
2022-12-05,341.88,341.88,341.88,341.88
2022-12-06,341.88,341.88,341.88,341.88
2022-12-07,341.88,341.88,341.88,341.88
2022-12-08,341.88,341.88,341.88,341.88
2022-12-09,341.88,341.88,341.88,341.88
2022-12-12,340.17,340.17,340.17,340.17
2022-12-13,340.17,340.17,340.17,340.17
2022-12-14,340.17,340.17,340.17,340.17
2022-12-15,340.17,340.17,334.74,334.74
2022-12-16,334.74,340.45,334.74,340.45
2022-12-19,340.45,340.45,340.45,340.45
2022-12-20,341.88,341.88,341.88,341.88
2022-12-21,341.88,341.88,341.88,341.88
2022-12-22,341.88,341.88,339.6,339.6
2022-12-23,339.6,339.6,339.6,339.6
2022-12-27,339.6,339.6,339.6,339.6
2022-12-28,339.6,339.6,334.74,334.74
2022-12-29,334.74,334.74,334.74,334.74
2022-12-30,334.74,334.74,334.74,334.74
2023-01-02,334.74,334.74,334.74,334.74
2023-01-03,335.03,335.03,335.03,335.03
2023-01-04,340.88,340.88,340.88,340.88
2023-01-05,337.6,337.6,337.6,337.6
2023-01-09,340.45,340.45,340.45,340.45
2023-01-10,340.45,340.45,340.45,340.45
2023-01-11,340.45,340.45,340.45,340.45
2023-01-12,340.45,340.45,340.45,340.45
2023-01-13,340.45,340.45,340.45,340.45
2023-01-16,336.17,336.17,336.17,336.17
2023-01-17,336.17,336.17,336.17,336.17
2023-01-18,340,340,340,340
2023-01-19,334.74,334.74,334.74,334.74
2023-01-20,334.74,334.74,334.74,334.74
2023-01-23,334.74,334.74,334.74,334.74
2023-01-24,329.35,329.35,329.35,329.35
2023-01-25,330.78,330.78,330.78,330.78
2023-01-26,330.78,330.78,330.78,330.78
2023-01-27,324.64,324.64,324.64,324.64
2023-01-30,324.64,324.64,324.64,324.64
2023-01-31,325.07,325.07,325.07,325.07
2023-02-01,330.92,330.92,330.92,330.92
2023-02-02,325.13,325.13,325.13,325.13
2023-02-03,330.92,330.92,330.92,330.92
2023-02-06,332.11,332.11,332.11,332.11
2023-02-07,330.67,330.67,330.67,330.67
2023-02-08,330.67,330.67,330.67,330.67
2023-02-09,330.67,330.67,330.67,330.67
2023-02-10,332.11,332.11,332.11,332.11
2023-02-13,332.11,332.11,332.11,332.11
2023-02-14,332.11,332.11,332.11,332.11
2023-02-15,329.51,329.51,329.51,329.51
2023-02-16,331.3,331.3,331.3,331.3
2023-02-17,336.68,336.68,336.68,336.68
2023-02-20,332.44,332.44,332.44,332.44
2023-02-21,333.9,333.9,333.9,333.9
2023-02-22,333.9,333.9,333.9,333.9
2023-02-23,333.9,333.9,333.9,333.9
2023-02-24,333.32,333.32,333.32,333.32
2023-02-27,333.9,333.9,333.9,333.9
2023-02-28,333.9,333.9,333.9,333.9
2023-03-01,308.86,308.86,308.86,308.86
